Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,Learner 6,Learner 7,Learner 8,Learner 9,Learner 10,counter
52.52562265251282,51.23382353895653,54.64796211315597,57.87590456780455,46.71849257585638,48.579367325574005,53.6720799033087,55.00531505796057,43.509054982943645,52.519491257155416,0
34.18231778813324,32.66089390861538,37.07838657376718,37.66920009982999,29.935755515679794,31.550594544424374,33.343753419258846,37.82964604986061,27.315861367345576,35.3910872761266,0
18.20488800724244,17.21954672835068,18.526820843634237,19.731619801832966,15.835950699070608,17.61547082414309,18.767039064635263,19.06643872003146,15.597906483156162,17.132928655155666,0
2.9466090437863164,2.4697485368895093,3.126439128740856,3.2062916570985776,2.1151507260808726,2.3258412833193582,3.485484739728945,2.5744847418960872,2.5045647050206488,2.655018850106919,0
0.6441497971678176,0.6403596781071349,0.6271399374441785,0.6989154374525351,0.5356396830564213,0.5844197718767201,0.6836229750572869,0.642403165022414,0.4640014664690819,0.5869570185601936,0
0.2985434299980272,0.3850661128896848,0.3275338885660833,0.3564521466881304,0.3865006102944464,0.3031184099211295,0.4288696313816494,0.3289063103924746,0.2863945360176898,0.3140992456254653,0
0.233474703107017,0.2506301607033421,0.2422151724573558,0.2378498569413262,0.266962600349418,0.2534722783933656,0.2344184055754887,0.2458906268901803,0.2556671092537613,0.2499246357348628,0
0.1266465146199013,0.1679645155951483,0.1588887373740131,0.1360210463744763,0.095303091833069,0.1396550519454359,0.1599248460847251,0.1528299816603418,0.0858494445925021,0.1563226447579281,0
0.1238422998332271,0.1276836865126955,0.1300708799866906,0.1458578697518549,0.1361283552695373,0.1320617619370686,0.1628376705498401,0.1494682568686685,0.1274814525098246,0.1329938469531107,0
0.1432626881285061,0.0998494418143953,0.1075627178154912,0.1461200854342526,0.1182012638616986,0.1476743166347666,0.1425113372624697,0.1361470074407634,0.0949133214671285,0.1153924804479374,0
0.0453573503088618,0.0592882717886979,0.0777222515276637,0.0305646629191442,0.035942400454926,0.028528834107856,0.0380022993778863,0.1964668030110429,0.0337922044217153,0.1191469768143755,0
0.0694872322708315,0.0571590103463945,0.0544704370924387,0.0449566131727309,0.049464749078744,0.0481488148515627,0.0684210295822499,0.0636916624394368,0.0437406443006423,0.10899560704121,0
0.0432479029091028,0.0309058623266095,0.0428244334243874,0.0658272853638921,0.053680380663625,0.0455038884221418,0.032902571879204,0.0411917007684121,0.0151807556741998,0.0764146033769706,0
0.043445083160537,0.0403698814448809,0.0422437850480416,0.0387812330981323,0.0393887883701654,0.0380003305537502,0.0371609574503323,0.0400356871617898,0.0483837834673846,0.0389702074566161,0
0.1264302299051394,0.0249876752338146,0.0388719785240765,0.0154145752619405,0.0256145325110173,0.0390328400706793,0.036432371991394,0.0217828271302163,0.0288053984022389,0.0302135519593667,0
0.0270546613593173,0.0321915531816972,0.0352432627618434,0.0343078935778685,0.019006406582893,0.0256874386019695,0.039153347386167,0.0239617870306927,0.0287920534414881,0.0290972320935031,0
0.0251010648813117,0.0244709957168787,0.0263147876365959,0.0289116760520277,0.0314247432777909,0.0302800181161216,0.0257852756217094,0.0319581049284663,0.028061126972078,0.0288653121528295,0
0.0240206755964492,0.0197079062944268,0.0160804862610208,0.0206028725288867,0.0145291028459323,0.0469881064870663,0.028388893162653,0.0404652720717037,0.0423891850430476,0.0185175024922708,0
0.0615969138305249,0.0277000586836759,0.0177490265424465,0.0157729001477244,0.0158732936855177,0.0124358249064837,0.0270013996308561,0.0176793981690896,0.0183475687716988,0.0331246406668384,0
0.0214550307254064,0.0276680141352035,0.0222176182002689,0.0313644788698757,0.0190653103228132,0.0203022134200959,0.0163696857693653,0.0259229616598349,0.0214281007394194,0.0303612935313491,0
0.0287119888556916,0.0194412975794951,0.0444868575912077,0.0304666451621241,0.0151258509249295,0.018860715251716,0.018980980132508,0.0228484726590216,0.0114154527026846,0.0224378004464177,0
0.0091544981236754,0.0183749508282535,0.0065373458441544,0.0339137544329222,0.0078169377496906,0.0107393730288511,0.018596078335178,0.043265924031513,0.0525812042612073,0.014079425682372,0
0.022521100621596,0.0143672695710922,0.0257261521500876,0.0183480138974488,0.0230164313821915,0.0176641595549247,0.0224315522522358,0.0207517795684662,0.0254457176370884,0.020924270437551,0
0.0092428391973704,0.0234791980886477,0.0339434664972952,0.0376079810226252,0.0058525787281205,0.0123198699467093,0.0190731475225248,0.031013040175629,0.008190151143482,0.0050472367944396,0
0.0180112796304266,0.0153277435668912,0.0173008645995299,0.0166124184095101,0.0191320334033454,0.0176169796553617,0.0177267080146552,0.017777778874921,0.0172009370778285,0.0136001650323441,0
0.0120529480243493,0.0096302199440535,0.0107335536711693,0.0132300853059746,0.0074771497523856,0.0101959525941662,0.0104788789140532,0.007693806873636,0.0095360263787738,0.0078996805073081,0
0.0048906946326041,0.0063627590913858,0.0063446048513729,0.0015708119572992,0.0063906341197656,0.005238419060763,0.005773396785702,0.0049431645256943,0.0061510394037033,0.0069172509199442,0
0.0021833575242129,0.0038442578378925,0.0030178301979118,0.0017607181089704,0.0041470587075012,0.0023896706495303,0.0036492479532446,0.0049412929035536,0.004407277230785,0.0026653505158139,0
0.0023287575663361,0.0019058614272278,0.001980765668912,0.0028354295624756,0.0024311419644877,0.0016145700864544,0.0017607100919424,0.0035368866671376,0.001786384827569,0.0022267347358901,0
0.0027649942296703,0.002027273437774,0.0027013171646186,0.0029552682708581,0.0014001961639513,0.001522710597682,0.00268187840925,0.002336632547776,0.0015455974793306,0.0022023821383547,0
0.0023867594012768,0.0007868273538858,0.0020379843746222,0.0033587902878559,0.0011461320222443,0.001850718236427,0.0037715411588962,0.0031802686659072,-1.8279005839416663e-05,0.001493683237554,1
0.0012126235820486,0.0017559000962441,0.0003471010144348,0.0014658182228084,0.000894163506327,0.0014960353689788,0.0021313486619409,0.0014893254543759,0.0003581302886146,0.0004471730028756,0
0.0008076102424268,0.0004873392690951,0.0011703514217434,0.000828515170425,0.000454799100878,0.000181189069962,0.0002404330982651,0.0007287439697782,0.0003121630366906,0.0009454139118902,2
0.0007523040139654,-0.0004211297104618,0.0005479136026515,0.0009156250542615,0.000531926836908,0.0003553081335479,0.0012490367233564,0.0008061281191491,0.0005905413062857,0.0005337497733931,2
-5.252841687176657e-05,0.0003195193823069,0.0003060067883502,0.0003184160083295,0.0010777970286596,3.6268620542423415e-05,0.0012247568763358,0.0010545644144507,0.0002608058228166,0.0001948370647761,2
-0.0002112631683317,-0.0001274279073165,6.092664513033252e-05,-0.0006668364560114,-6.325006182759108e-05,0.0004166435352016,0.0003837372379182,-0.0001947205753899,-0.0001943891662349,-0.0003630124351473,10
